token,Symbol,Series
13880,BANCOINDIA,EQ
2263,BANDHANBNK,EQ
15303,BANG,EQ
822,BANKA,EQ
4668,BANKBARODA,EQ
11439,BANKBEES,EQ
4745,BANKINDIA,EQ
14511,BANSWRAS,EQ
3127,BARBEQUE,EQ
368,BASF,EQ
12034,BASML,EQ
371,BATAINDIA,EQ
17927,BAYERCROP,EQ
13761,BBL,EQ
3435,BBOX,EQ
380,BBTC,EQ
5687,BBTCL,SM
8841,BCG,BE
9003,BCIL-RE,BE
2521,BCLIND,BE
7783,BCONCEPTS,BE
11662,BCP,EQ
2144,BDL,EQ
17933,BEARDSELL,EQ
1628,BECTORFOOD,EQ
20196,BEDMUTHA,EQ
383,BEL,EQ
395,BEML,EQ
419,BEPL,EQ
404,BERGEPAINT,EQ
2306,BESTAGRO,EQ
81,BETA,SM
5662,BEWLTD,SM
21113,BFINVEST,EQ
14567,BFUTILITIE,EQ
15189,BGRENERGY,EQ
6164,BHAGCHEM,EQ
13400,BHAGERIA,EQ
20776,BHAGYANGR,EQ
21332,BHAGYAPROP,EQ
19556,BHANDARI,EQ
422,BHARATFORG,EQ
426,BHARATGEAR,EQ
3834,BHARATRAS,EQ
16123,BHARATWIRE,EQ
10604,BHARTIARTL,EQ
438,BHEL,EQ
18431,BIGBLOC,EQ
7848,BIL,EQ
471,BINDALAGRO,EQ
11373,BIOCON,EQ
4136,BIOFILCHEM,EQ
477,BIRLACABLE,EQ
480,BIRLACORPN,EQ
15239,BIRLAMONEY,EQ
17586,BIRLATYRE,EQ
8132,BLBLIMITED,EQ
19265,BLISSGVS,EQ
13290,BLKASHYAP,EQ
17279,BLS,EQ
495,BLUEDART,EQ
8311,BLUESTARCO,EQ
6052,BMETRICS,SM
25017,BODALCHEM,EQ
513,BOMDYEING,EQ
19401,BOROLTD,EQ
3149,BORORENEW,EQ
2181,BOSCHLTD,EQ
526,BPCL,EQ
530,BPL,EQ
15184,BRIGADE,EQ
3901,BRIGHT,SM
547,BRITANNIA,EQ
21683,BRNL,EQ
25136,BROOKS,EQ
19585,BSE,EQ
812,BSHSL,BE
559,BSL,EQ
24781,BSLNIFTY,EQ
6994,BSOFT,EQ
686,BTML,SM
15194,BURNPUR,EQ
2716,BUTTERFLY,EQ
15077,BVCL,BE
7930,BYKE,BE
21823,CADSYS,SM
8341,CALSOFT,EQ
6216,CAMLINFINE,EQ
342,CAMS,EQ
10794,CANBK,EQ
583,CANFINHOME,EQ
20160,CANTABIL,EQ
21749,CAPACITE,EQ
3906,CAPLIPOINT,EQ
19447,CAPTRUST,EQ
595,CARBORUNIV,EQ
20086,CAREERP,EQ
29113,CARERATING,EQ
5407,CARTRADE,EQ
1250,CASTROLIND,EQ
14992,CCCL,EQ
6385,CCHHL,EQ
11452,CCL,EQ
21174,CDSL,EQ
15254,CEATLTD,EQ
20224,CEBBCO,EQ
13162,CELEBRITY,EQ
619,CENTENKA,EQ
11511,CENTEXT,EQ
14894,CENTRALBK,EQ
2454,CENTRUM,EQ
14982,CENTUM,EQ
13305,CENTURYPLY,EQ
625,CENTURYTEX,EQ
15039,CERA,EQ
30012,CEREBRAINT,EQ
628,CESC,EQ
20329,CGCL,EQ
760,CGPOWER,EQ
8546,CHALET,EQ
637,CHAMBLFERT,EQ
14618,CHEMBOND,EQ
270,CHEMCON,EQ
2815,CHEMFAB,BE
5449,CHEMPLASTS,EQ
2049,CHENNPETRO,EQ
8866,CHOICEIN,EQ
685,CHOLAFIN,EQ
21740,CHOLAHLDNG,EQ
5142,CIGNITITEC,EQ
27161,CINELINE,EQ
8024,CINEVISTA,EQ
694,CIPLA,EQ
5049,CLEAN,EQ
20223,CLEDUCATE,EQ
715,CLNINDIA,EQ
3482,CLSEL,EQ
19133,CMICABLES,EQ
96,CMMIPL,SM
7603,CMSINFO,EQ
20374,COALINDIA,EQ
6006,COASTCORP,EQ
21508,COCHINSHIP,EQ
11165,COFFEEDAY,EQ
11543,COFORGE,EQ
15141,COLPAL,EQ
17632,COMPINFO,EQ
31138,COMPUSOFT,EQ
4749,CONCOR,EQ
10238,CONFIPET,EQ
11731,CONSOFINVT,EQ
2531,CONTI,SM
17477,CONTROLPR,EQ
8560,COOLCAPS,SM
4007,CORALFINAC,EQ
15271,CORDSCABLE,EQ
739,COROMANDEL,EQ
742,COSMOFILMS,EQ
16986,COUNCODOS,EQ
2854,CRAFTSMAN,EQ
11155,CREATIVE,EQ
4421,CREDITACC,EQ
13900,CREST,EQ
757,CRISIL,EQ
17094,CROMPTON,EQ
8083,CROWN,EQ
14966,CSBBANK,EQ
14218,CTE,EQ
5701,CUB,EQ
4064,CUBEXTUB,EQ
1901,CUMMINSIND,EQ
18520,CUPID,EQ
11845,CYBERMEDIA,BE
6051,CYBERTECH,EQ
5748,CYIENT,EQ
13816,DAAWAT,EQ
772,DABUR,EQ
8075,DALBHARAT,EQ
781,DALMIASUG,EQ
17541,DAMODARIND,EQ
1110,DANGEE,EQ
11423,DATAMATICS,EQ
7358,DATAPATTNS,EQ
17881,DBCORP,EQ
18086,DBL,EQ
18128,DBREALTY,BE
31107,DBSTOCKBRO,EQ
21704,DCAL,EQ
13725,DCBBANK,EQ
16012,DCI,SM
805,DCM,EQ
8704,DCMFINSERV,BE
11039,DCMNVL,EQ
811,DCMSHRIRAM,EQ
7325,DCMSRIND,EQ
817,DCW,EQ
14838,DECCANCE,EQ
827,DEEPAKFERT,EQ
19943,DEEPAKNTR,EQ
18248,DEEPENR,BE
3292,DEEPINDS,EQ
24391,DELPHIFX,EQ
15044,DELTACORP,EQ
1214,DELTAMAGNT,EQ
17722,DEN,EQ
4279,DENORA,EQ
6087,DESTINY,SM
8146,DEVIT,EQ
5373,DEVYANI,EQ
19271,DFMFOODS,EQ
10358,DGCONTENT,BE
857,DHAMPURSUG,EQ
11359,DHANBANK,EQ
15384,DHANI,EQ
24409,DHANUKA,EQ
6973,DHARAMSI,EQ
866,DHARSUGAR,EQ
6858,DHRUV,EQ
22233,DHUNINV,EQ
21840,DIAMONDYD,EQ
703,DICIND,EQ
16683,DIGISPICE,EQ
6136,DIGJAMLMTD,BE
8657,DIL,EQ
14537,DISHTV,EQ
10940,DIVISLAB,EQ
21690,DIXON,EQ
6249,DKEGL,SM
14732,DLF,EQ
17851,DLINKINDIA,EQ
19913,DMART,EQ
641,DNAMEDIA,EQ
4822,DODLA,EQ
12124,DOLATALGO,EQ
20560,DOLLAR,EQ
13839,DONEAR,EQ
936,DPABHUSHAN,EQ
15419,DPSCLTD,EQ
16900,DPWIRES,EQ
11271,DREDGECORP,EQ
18769,DRL,SM
881,DRREDDY,EQ
6686,DRSDILIP,SM
25690,DSSL,EQ
6227,DTIL,EQ
28952,DUCON,EQ
5457,DUGLOBAL,SM
15214,DVL,EQ
11667,DWARKESH,EQ
4525,DYNAMATECH,EQ
6079,DYNAMIC,SM
21314,DYNPRO,EQ
8937,E2E,EQ
2792,EASEMYTRIP,EQ
907,EASTSILK,EQ
11625,EBANK,EQ
15179,ECLERX,EQ
15119,EDELWEISS,EQ
910,EICHERMOT,EQ
916,EIDPARRY,EQ
6040,EIFFL,EQ
15399,EIHAHOTELS,EQ
919,EIHOTEL,EQ
4040,EIMCOELECO,EQ
13091,EKC,EQ
8953,ELDEHSG,EQ
13643,ELECON,EQ
928,ELECTCAST,EQ
4469,ELECTHERM,EQ
937,ELGIEQUIP,EQ
24928,ELGIRUBCO,BE
13517,EMAMILTD,EQ
10074,EMAMIPAP,EQ
19277,EMAMIREAL,EQ
13421,EMKAY,EQ
10253,EMKAYTOOLS,SM
18142,EMMBI,EQ
18822,ENDURANCE,EQ
15049,ENERGYDEV,EQ
4907,ENGINERSIN,EQ
13192,ENIL,EQ
981,EPL,EQ
3547,EQUIPPP,EQ
16852,EQUITAS,EQ
913,EQUITASBNK,EQ
21154,ERIS,EQ
20080,EROSMEDIA,EQ
955,ESABINDIA,EQ
958,ESCORTS,EQ
25634,ESSARSHPNG,EQ
24265,ESTER,EQ
7331,EUROBOND,SM
8886,EUROTEXIND,BE
11782,EVEREADY,EQ
993,EVERESTIND,EQ
17380,EXCEL,BE
11471,EXCELINDUS,EQ
676,EXIDEIND,EQ
17486,EXPLEOSOL,EQ
5352,EXXARO,EQ
1008,FACT,EQ
1614,FAIRCHEMOR,EQ
6198,FCL,EQ
30038,FCONSUMER,EQ
11999,FCSSOFT,EQ
4898,FDC,EQ
1023,FEDERALBNK,EQ
10516,FEL,EQ
17006,FELDVR,BE
573,FELIX,SM
8159,FIBERWEB,EQ
13710,FIEMIND,EQ
24532,FILATEX,EQ
1038,FINCABLES,EQ
3744,FINEORG,EQ
6579,FINOPB,EQ
1041,FINPIPE,EQ
25516,FLEXITUFF,BE
30752,FLFL,EQ
13807,FLUOROCHEM,BE
1190,FMGOETZE,EQ
21017,FMNL,EQ
7385,FOCE,SM
6839,FOCUS,BE
6673,FOODSIN,EQ
11573,FORCEMOT,EQ
14592,FORTIS,EQ
1073,FOSECOIND,EQ
18378,FRETAIL,EQ
744,FSC,EQ
14304,FSL,EQ
1085,GABRIEL,EQ
8828,GAEL,EQ
4717,GAIL,EQ
20296,GAL,EQ
1315,GALAXYSURF,EQ
13337,GALLANTT,EQ
20140,GALLISPAT,EQ
14116,GANDHITUBE,EQ
6944,GANECOS,EQ
5614,GANESHBE,EQ
14339,GANESHHOUC,EQ
4957,GANGAFORGE,EQ
21399,GANGESSECU,EQ
1100,GARFIBRES,EQ
8510,GATEWAY,EQ
13688,GATI,EQ
25023,GAYAPROJ,EQ
13658,GEECEE,EQ
17922,GEEKAYWIRE,EQ
2188,GENCON,EQ
11269,GENESYS,BE
6600,GENUSPAPER,EQ
11905,GENUSPOWER,EQ
11896,GEOJITFSL,EQ
7862,GEPIL,EQ
13776,GESHIP,EQ
16783,GET&D,EQ
1289,GFLLIMITED,EQ
11079,GFSTEELS,BE
1127,GHCL,EQ
1139,GICHSGFIN,EQ
18815,GICL,SM
277,GICRE,EQ
17839,GILLANDERS,EQ
1576,GILLETTE,EQ
1142,GINNIFILA,EQ
1145,GIPCL,EQ
2365,GIRIRAJ,SM
17357,GKWLIMITED,EQ
1186,GLAND,EQ
1153,GLAXO,EQ
7406,GLENMARK,EQ
8412,GLFL,BE
1415,GLOBAL,EQ
13735,GLOBALVECT,EQ
393,GLOBE,EQ
17424,GLOBUSSPR,EQ
5265,GLS,EQ
1168,GMBREW,EQ
5204,GMDCLTD,EQ
1570,GMMPFAUDLR,EQ
13528,GMRINFRA,EQ
8529,GMRP&UI,EQ
18571,GNA,EQ
1174,GNFC,EQ
14687,GOACARBON,EQ
3963,GOCLCORP,EQ
6964,GOCOLORS,EQ
1181,GODFRYPHLP,EQ
1610,GODHA,BE
144,GODREJAGRO,EQ
10099,GODREJCP,EQ
10925,GODREJIND,EQ
17875,GODREJPROP,EQ
11778,GOKEX,EQ
16705,GOKUL,EQ
14484,GOKULAGRO,BE
14428,GOLDBEES,EQ
1255,GOLDENTOBC,EQ
11971,GOLDIAM,EQ
14535,GOLDSHARE,EQ
1,GOLDSTAR,SM
9874,GOLDTECH,EQ
6125,GOODLUCK,EQ
1205,GOODYEAR,EQ
13409,GPIL,EQ
19731,GPPL,EQ
17685,GPTINFRA,EQ
11872,GRANULES,EQ
592,GRAPHITE,EQ
1232,GRASIM,EQ
5200,GRAUWEIL,EQ
20538,GRAVITA,BE
1235,GREAVESCOT,EQ
6848,GREENLAM,EQ
13810,GREENPANEL,EQ
3987,GREENPLY,EQ
20110,GREENPOWER,EQ
18741,GRETEX,SM
13560,GRINDWELL,EQ
5054,GRINFRA,EQ
17770,GROBTEA,EQ
6543,GRPLTD,EQ
5475,GRSE,EQ
7982,GRWRHITECH,EQ
29850,GSCLCEMENT,EQ
1247,GSFC,EQ
13197,GSPL,EQ
15347,GSS,EQ
1162,GTL,EQ
13745,GTLINFRA,EQ
21195,GTPL,EQ
11606,GUFICBIO,EQ
1267,GUJALKALI,EQ
14677,GUJAPOLLO,EQ
10599,GUJGASLTD,EQ
10097,GUJRAFFIA,BE
4391,GULFOILLUB,EQ
11581,GULFPETRO,EQ
6286,GULPOLY,EQ
2303,HAL,EQ
48,HAPPSTMNDS,EQ
8962,HARDWYN,EQ
8969,HARIOMPIPE,BE
1313,HARRMALAYA,EQ
18154,HATHWAY,EQ
3892,HATSUN,EQ
9819,HAVELLS,EQ
8417,HAVISHA,BE
13966,HBLPOWER,EQ
4116,HBSL,EQ
1375,HCC,EQ
15555,HCG,EQ
1327,HCL-INSYS,EQ
7229,HCLTECH,EQ
1330,HDFC,EQ
4244,HDFCAMC,EQ
1333,HDFCBANK,EQ
467,HDFCLIFE,EQ
6297,HEALTHY,EQ
7425,HECPROJECT,EQ
1336,HEG,EQ
2316,HEIDELBERG,EQ
701,HEMIPROP,EQ
2614,HERANBA,EQ
15288,HERCULES,EQ
4598,HERITGFOOD,EQ
1348,HEROMOTOCO,EQ
7048,HESTERBIO,EQ
27008,HEXATRADEX,EQ
21951,HFCL,EQ
1672,HGINFRA,EQ
14712,HGS,EQ
9668,HIKAL,EQ
1455,HIL,EQ
14631,HILTON,BE
1360,HIMATSEIDE,EQ
1363,HINDALCO,EQ
1372,HINDCOMPOS,EQ
4920,HINDCON,EQ
17939,HINDCOPPER,EQ
21676,HINDMOTORS,EQ
17050,HINDNATGLS,BE
1403,HINDOILEXP,EQ
1406,HINDPETRO,EQ
1394,HINDUNILVR,EQ
1424,HINDZINC,EQ
13890,HIRECT,EQ
19322,HISARMETAL,EQ
2868,HITECH,EQ
15161,HITECHCORP,EQ
4433,HITECHGEAR,EQ
2289,HLEGLAS,EQ
1448,HLVLTD,EQ
19211,HMVL,EQ
12173,HNDFDS,EQ
18284,HNGSNGBEES,EQ
2056,HOMEFIRST,EQ
3417,HONAUT,EQ
3138,HONDAPOWER,EQ
10366,HOTELRUGBY,BE
13592,HOVS,EQ
7376,HPAL,EQ
17147,HPIL,SM
18679,HPL,EQ
14334,HSCL,EQ
1412,HSIL,EQ
11979,HTMEDIA,EQ
14203,HUBTOWN,EQ
20825,HUDCO,EQ
2562,HUHTAMAKI,EQ
9937,IBMFNIFTY,EQ
14450,IBREALEST,EQ
30125,IBULHSGFIN,EQ
9610,ICDSLTD,BE
496,ICEMAKE,BE
3001,ICICI500,EQ
8342,ICICI5GSEC,EQ
22344,ICICIALPLV,EQ
7844,ICICIAUTO,EQ
522,ICICIB22,EQ
4963,ICICIBANK,EQ
11037,ICICIBANKN,EQ
11386,ICICIBANKP,EQ
6446,ICICICONSU,EQ
5306,ICICIFMCG,EQ
21770,ICICIGI,EQ
19679,ICICIGOLD,EQ
4838,ICICILIQ,EQ
21254,ICICILOVOL,EQ
17152,ICICIM150,EQ
17702,ICICIMCAP,EQ
30392,ICICINF100,EQ
29553,ICICINIFTY,EQ
17475,ICICINV20,EQ
4529,ICICINXT50,EQ
3626,ICICIPHARM,EQ
18652,ICICIPRULI,EQ
4378,ICICISENSX,EQ
7942,ICICISILVE,EQ
22365,ICICITECH,EQ
11987,ICIL,EQ
14523,ICRA,EQ
1476,IDBI,EQ
25640,IDBIGOLD,EQ
14366,IDEA,EQ
11957,IDFC,EQ
11184,IDFCFIRSTB,EQ
18783,IDFNIFTYET,EQ
220,IEX,EQ
1482,IFBAGRO,EQ
1485,IFBIND,EQ
1491,IFCI,EQ
436,IFGLEXPOR,EQ
634,IGARASHI,EQ
11262,IGL,EQ
14086,IGPL,EQ
11809,IIFL,EQ
13072,IIFLSEC,EQ
13061,IIFLWAM,EQ
19529,IITL,BE
7672,IMAGICAA,EQ
19235,IMFA,EQ
12009,IMPAL,EQ
11681,IMPEXFERRO,EQ
17507,INCREDIBLE,EQ
16933,INDBANK,EQ
1512,INDHOTEL,EQ
1515,INDIACEM,EQ
1521,INDIAGLYCO,EQ
10726,INDIAMART,EQ
14309,INDIANB,EQ
4422,INDIANCARD,EQ
1530,INDIANHUME,EQ
11195,INDIGO,EQ
2048,INDIGOPNTS,EQ
7683,INDLMETER,BE
4747,INDNIPPON,EQ
8614,INDOBORAX,EQ
11677,INDOCO,EQ
10993,INDORAMA,EQ
3088,INDOSTAR,EQ
13275,INDOTECH,EQ
25608,INDOTHAI,EQ
14952,INDOWIND,EQ
4751,INDRAMEDCO,EQ
4870,INDSWFTLAB,EQ
11602,INDSWFTLTD,EQ
21957,INDTERRAIN,EQ
5258,INDUSINDBK,EQ
29135,INDUSTOWER,EQ
19,INEOSSTYRO,EQ
16249,INFIBEAM,EQ
11027,INFOBEAN,EQ
13694,INFOMEDIA,BE
20072,INFRABEES,EQ
1594,INFY,EQ
1597,INGERRAND,EQ
666,INNOVANA,SM
21861,INNOVATIVE,SM
13221,INOXLEISUR,EQ
7852,INOXWIND,EQ
14657,INSECTICID,EQ
13734,INSPIRISYS,BE
5926,INTELLECT,EQ
20071,INTENTECH,EQ
5606,INTLCONV,EQ
24870,INVENTURE,EQ
9348,IOB,EQ
1624,IOC,EQ
20413,IOLCP,EQ
1630,IONEXCHANG,EQ
1633,IPCALAB,EQ
4934,IPL,EQ
15313,IRB,EQ
4986,IRCON,EQ
13611,IRCTC,EQ
2029,IRFC,EQ
6489,IRIS,EQ
2275,IRISDOREME,EQ
2489,ISEC,EQ
18479,ISFT,EQ
3329,ISGEC,EQ
14932,ISMTLTD,EQ
1660,ITC,EQ
19299,ITDC,EQ
5622,ITDCEM,EQ
1675,ITI,EQ
6711,IVC,EQ
1681,IVP,EQ
18292,IVZINGOLD,EQ
24217,IVZINNIFTY,EQ
3776,IWEL,EQ
14174,IZMO,EQ
5633,J&KBANK,EQ
13211,JAGRAN,EQ
4410,JAGSNPHARM,EQ
11256,JAIBALAJI,EQ
5143,JAICORPLTD,EQ
6012,JAINAM,SM
5516,JAIPURKURT,EQ
3949,JAKHARIA,SM
20929,JALAN,SM
20778,JAMNAAUTO,EQ
13982,JASH,EQ
4041,JAYAGROGN,EQ
1708,JAYBARMARU,EQ
2331,JAYNECOIND,EQ
1720,JAYSREETEA,EQ
1726,JBCHEPHARM,EQ
1729,JBFIND,EQ
11655,JBMA,EQ
4491,JCHAC,EQ
18699,JETKNIT,SM
13720,JHS,EQ
11743,JINDALPHOT,EQ
1756,JINDALPOLY,EQ
3024,JINDALSAW,EQ
6733,JINDALSTEL,EQ
13875,JINDRILL,EQ
20642,JINDWORLD,EQ
25684,JISLDVREQS,EQ
10397,JISLJALEQS,EQ
19695,JITFINFRA,BE
13270,JKCEMENT,EQ
15266,JKIL,EQ
13491,JKLAKSHMI,EQ
11860,JKPAPER,EQ
14435,JKTYRE,EQ
7109,JMA,EQ
4430,JMCPROJECT,EQ
13637,JMFINANCIL,EQ
16927,JOCIL,EQ
11460,JPASSOCIAT,EQ
18895,JPINFRATEC,EQ
31507,JPOLYINVST,EQ
11763,JPPOWER,EQ
11236,JSL,EQ
12304,JSLHISAR,EQ
17873,JSWENERGY,BE
11880,JSWHL,EQ
4671,JSWISPL,EQ
11723,JSWSTEEL,EQ
3237,JTEKTINDIA,EQ
7287,JTLINFRA,EQ
18096,JUBLFOOD,EQ
21541,JUBLINDS,EQ
2783,JUBLINGREA,EQ
3637,JUBLPHARMA,EQ
10939,JUNIORBEES,EQ
29962,JUSTDIAL,EQ
15146,JYOTHYLAB,EQ
1805,KABRAEXTRU,EQ
1808,KAJARIACER,EQ
1811,KAKATCEM,EQ
1814,KALPATPOWR,EQ
19653,KALYANI,BE
15160,KALYANIFRG,BE
2955,KALYANKJIL,EQ
1826,KAMATHOTEL,EQ
13457,KAMDHENU,EQ
25790,KANANIIND,BE
1835,KANORICHEM,EQ
1782,KANPRPLA,EQ
1196,KANSAINER,EQ
18969,KAPSTON,BE
24385,KARMAENG,EQ
1838,KARURVYSYA,EQ
15136,KAUSHALYA,EQ
15244,KAVVERITEL,EQ
10276,KAYA,EQ
2354,KBCGLOBAL,EQ
1841,KCP,EQ
4809,KCPSUGIND,EQ
14908,KDDL,EQ
13260,KEC,EQ
18220,KECL,EQ
1129,KEERTI,EQ
13310,KEI,EQ
13430,KELLTONTEC,EQ
11841,KENNAMET,EQ
13125,KERNEX,BE
1859,KESORAMIND,EQ
4157,KEYFINSERV,EQ
425,KHADIM,EQ
896,KHAICHEM,EQ
9582,KHAITANLTD,BE
9641,KHANDSE,EQ
9570,KHFM,SM
21119,KICL,EQ
19937,KILITCH,EQ
4847,KIMS,EQ
18944,KINGFA,EQ
19126,KIOCL,EQ
16639,KIRIINDUS,EQ
14466,KIRLFER,EQ
18581,KIRLOSBROS,EQ
20936,KIRLOSENG,EQ
19025,KIRLOSIND,EQ
28899,KITEX,EQ
13381,KKCL,EQ
17781,KKVAPOW,SM
14667,KMSUGAR,EQ
8602,KNAGRI,SM
15283,KNRCON,EQ
3009,KOHINOOR,EQ
16827,KOKUYOCMLN,EQ
15124,KOLTEPATIL,EQ
1919,KOPRAN,EQ
7412,KOTAKALPHA,EQ
1922,KOTAKBANK,EQ
14858,KOTAKGOLD,EQ
2627,KOTAKIT,EQ
8632,KOTAKLOVOL,EQ
8077,KOTAKMID50,EQ
18102,KOTAKNIFTY,EQ
11457,KOTAKNV20,EQ
15061,KOTAKPSUBK,EQ
11647,KOTARISUG,EQ
4594,KOTHARIPET,EQ
6808,KOTHARIPRO,BE
6441,KOTYARK,SM
5192,KOVAI,EQ
5108,KPIGLOBAL,EQ
9683,KPITTECH,EQ
14912,KPRMILL,EQ
10577,KRBL,EQ
1937,KREBSBIO,EQ
11480,KRIDHANINF,EQ
12847,KRISHANA,EQ
8671,KRISHIVAL,SM
8782,KRISHNADEF,SM
6417,KRITI,EQ
5562,KRITIKA,SM
5359,KRSNAA,EQ
1949,KSB,EQ
14972,KSCL,EQ
5341,KSHITIJPOL,SM
18889,KSL,EQ
19087,KSOLVES,SM
8054,KTKBANK,EQ
13870,KUANTUM,EQ
